PATIENT CELL GENE VALUE
MSK67 Cell_5239 PTPN11 0
MSK67 Cell_5240 PTPN11 0
MSK67 Cell_5241 PTPN11 0
MSK67 Cell_5242 PTPN11 0
MSK67 Cell_5243 PTPN11 0
MSK67 Cell_5244 PTPN11 0
MSK67 Cell_5245 PTPN11 0
MSK67 Cell_5246 PTPN11 0
MSK67 Cell_5247 PTPN11 0
MSK67 Cell_5248 PTPN11 0
MSK67 Cell_5249 PTPN11 0
MSK67 Cell_5250 PTPN11 0
MSK67 Cell_5251 PTPN11 0
MSK67 Cell_5252 PTPN11 0
MSK67 Cell_5253 PTPN11 0
MSK67 Cell_5254 PTPN11 0
MSK67 Cell_5255 PTPN11 0
MSK67 Cell_5256 PTPN11 0
MSK67 Cell_5257 PTPN11 0
MSK67 Cell_5258 PTPN11 0
MSK67 Cell_5259 PTPN11 0
MSK67 Cell_5260 PTPN11 0
MSK67 Cell_5261 PTPN11 0
MSK67 Cell_5262 PTPN11 0
MSK67 Cell_5263 PTPN11 0
MSK67 Cell_5264 PTPN11 0
MSK67 Cell_5265 PTPN11 0
MSK67 Cell_5266 PTPN11 0
MSK67 Cell_5267 PTPN11 0
MSK67 Cell_5268 PTPN11 0
MSK67 Cell_5269 PTPN11 1
MSK67 Cell_5270 PTPN11 0
MSK67 Cell_5271 PTPN11 0
MSK67 Cell_5272 PTPN11 0
MSK67 Cell_5273 PTPN11 0
MSK67 Cell_5274 PTPN11 0
MSK67 Cell_5275 PTPN11 0
MSK67 Cell_5276 PTPN11 0
MSK67 Cell_5277 PTPN11 0
MSK67 Cell_5278 PTPN11 0
MSK67 Cell_5279 PTPN11 0
MSK67 Cell_5280 PTPN11 0
MSK67 Cell_5281 PTPN11 0
MSK67 Cell_5282 PTPN11 0
MSK67 Cell_5283 PTPN11 0
MSK67 Cell_5284 PTPN11 0
MSK67 Cell_5285 PTPN11 0
MSK67 Cell_5286 PTPN11 0
MSK67 Cell_5287 PTPN11 0
MSK67 Cell_5288 PTPN11 0
MSK67 Cell_5289 PTPN11 0
MSK67 Cell_5290 PTPN11 0
MSK67 Cell_5291 PTPN11 0
MSK67 Cell_5292 PTPN11 0
MSK67 Cell_5293 PTPN11 0
MSK67 Cell_5294 PTPN11 0
MSK67 Cell_5295 PTPN11 0
MSK67 Cell_5296 PTPN11 0
MSK67 Cell_5297 PTPN11 0
MSK67 Cell_5298 PTPN11 0
MSK67 Cell_5299 PTPN11 0
MSK67 Cell_5300 PTPN11 0
MSK67 Cell_5301 PTPN11 0
MSK67 Cell_5302 PTPN11 0
MSK67 Cell_5303 PTPN11 0
MSK67 Cell_5304 PTPN11 0
MSK67 Cell_5305 PTPN11 1
MSK67 Cell_5306 PTPN11 0
MSK67 Cell_5307 PTPN11 0
MSK67 Cell_5308 PTPN11 0
MSK67 Cell_5309 PTPN11 0
MSK67 Cell_5310 PTPN11 0
MSK67 Cell_5311 PTPN11 0
MSK67 Cell_5312 PTPN11 0
MSK67 Cell_5313 PTPN11 0
MSK67 Cell_5314 PTPN11 0
MSK67 Cell_5315 PTPN11 0
MSK67 Cell_5316 PTPN11 0
MSK67 Cell_5317 PTPN11 0
MSK67 Cell_5318 PTPN11 0
MSK67 Cell_5319 PTPN11 0
MSK67 Cell_5320 PTPN11 0
MSK67 Cell_5321 PTPN11 0
MSK67 Cell_5322 PTPN11 0
MSK67 Cell_5323 PTPN11 0
MSK67 Cell_5324 PTPN11 0
MSK67 Cell_5325 PTPN11 0
MSK67 Cell_5326 PTPN11 0
MSK67 Cell_5327 PTPN11 0
MSK67 Cell_5328 PTPN11 0
MSK67 Cell_5329 PTPN11 0
MSK67 Cell_5330 PTPN11 0
MSK67 Cell_5331 PTPN11 0
MSK67 Cell_5332 PTPN11 0
MSK67 Cell_5333 PTPN11 0
MSK67 Cell_5334 PTPN11 0
MSK67 Cell_5335 PTPN11 0
MSK67 Cell_5336 PTPN11 0
MSK67 Cell_5337 PTPN11 0
MSK67 Cell_5338 PTPN11 0
MSK67 Cell_5339 PTPN11 0
MSK67 Cell_5340 PTPN11 0
MSK67 Cell_5341 PTPN11 0
MSK67 Cell_5342 PTPN11 0
MSK67 Cell_5343 PTPN11 0
MSK67 Cell_5344 PTPN11 0
MSK67 Cell_5345 PTPN11 0
MSK67 Cell_5346 PTPN11 0
MSK67 Cell_5347 PTPN11 1
MSK67 Cell_5348 PTPN11 0
MSK67 Cell_5349 PTPN11 0
MSK67 Cell_5350 PTPN11 0
MSK67 Cell_5351 PTPN11 0
MSK67 Cell_5352 PTPN11 0
MSK67 Cell_5353 PTPN11 0
MSK67 Cell_5354 PTPN11 0
MSK67 Cell_5355 PTPN11 0
MSK67 Cell_5356 PTPN11 0
MSK67 Cell_5357 PTPN11 0
MSK67 Cell_5358 PTPN11 0
MSK67 Cell_5359 PTPN11 0
MSK67 Cell_5360 PTPN11 1
MSK67 Cell_5361 PTPN11 0
MSK67 Cell_5362 PTPN11 0
MSK67 Cell_5363 PTPN11 0
MSK67 Cell_5364 PTPN11 0
MSK67 Cell_5365 PTPN11 0
MSK67 Cell_5366 PTPN11 0
MSK67 Cell_5367 PTPN11 0
MSK67 Cell_5368 PTPN11 0
MSK67 Cell_5369 PTPN11 0
MSK67 Cell_5370 PTPN11 0
MSK67 Cell_5371 PTPN11 0
MSK67 Cell_5372 PTPN11 1
MSK67 Cell_5373 PTPN11 0
MSK67 Cell_5374 PTPN11 0
MSK67 Cell_5375 PTPN11 0
MSK67 Cell_5376 PTPN11 0
MSK67 Cell_5377 PTPN11 0
MSK67 Cell_5378 PTPN11 0
MSK67 Cell_5379 PTPN11 0
MSK67 Cell_5380 PTPN11 0
MSK67 Cell_5381 PTPN11 0
MSK67 Cell_5382 PTPN11 0
MSK67 Cell_5383 PTPN11 0
MSK67 Cell_5384 PTPN11 0
MSK67 Cell_5385 PTPN11 0
MSK67 Cell_5386 PTPN11 0
MSK67 Cell_5387 PTPN11 0
MSK67 Cell_5388 PTPN11 0
MSK67 Cell_5389 PTPN11 0
MSK67 Cell_5390 PTPN11 0
MSK67 Cell_5391 PTPN11 0
MSK67 Cell_5392 PTPN11 0
MSK67 Cell_5393 PTPN11 0
MSK67 Cell_5394 PTPN11 0
MSK67 Cell_5395 PTPN11 0
MSK67 Cell_5396 PTPN11 0
MSK67 Cell_5397 PTPN11 0
MSK67 Cell_5398 PTPN11 0
MSK67 Cell_5399 PTPN11 0
MSK67 Cell_5400 PTPN11 1
MSK67 Cell_5401 PTPN11 0
MSK67 Cell_5402 PTPN11 0
MSK67 Cell_5403 PTPN11 0
MSK67 Cell_5404 PTPN11 0
MSK67 Cell_5405 PTPN11 0
MSK67 Cell_5406 PTPN11 0
MSK67 Cell_5407 PTPN11 0
MSK67 Cell_5408 PTPN11 0
MSK67 Cell_5409 PTPN11 0
MSK67 Cell_5410 PTPN11 0
MSK67 Cell_5411 PTPN11 0
MSK67 Cell_5412 PTPN11 0
MSK67 Cell_5413 PTPN11 0
MSK67 Cell_5414 PTPN11 0
MSK67 Cell_5415 PTPN11 0
MSK67 Cell_5416 PTPN11 0
MSK67 Cell_5417 PTPN11 0
MSK67 Cell_5418 PTPN11 0
MSK67 Cell_5419 PTPN11 0
MSK67 Cell_5420 PTPN11 0
MSK67 Cell_5421 PTPN11 0
MSK67 Cell_5422 PTPN11 0
MSK67 Cell_5423 PTPN11 0
MSK67 Cell_5424 PTPN11 0
MSK67 Cell_5425 PTPN11 0
MSK67 Cell_5426 PTPN11 0
MSK67 Cell_5427 PTPN11 0
MSK67 Cell_5428 PTPN11 0
MSK67 Cell_5429 PTPN11 0
MSK67 Cell_5430 PTPN11 0
MSK67 Cell_5431 PTPN11 0
MSK67 Cell_5432 PTPN11 0
MSK67 Cell_5433 PTPN11 0
MSK67 Cell_5434 PTPN11 0
MSK67 Cell_5435 PTPN11 0
MSK67 Cell_5436 PTPN11 0
MSK67 Cell_5437 PTPN11 0
MSK67 Cell_5438 PTPN11 0
MSK67 Cell_5439 PTPN11 0
MSK67 Cell_5440 PTPN11 0
MSK67 Cell_5441 PTPN11 0
MSK67 Cell_5442 PTPN11 0
MSK67 Cell_5443 PTPN11 0
MSK67 Cell_5444 PTPN11 0
MSK67 Cell_5445 PTPN11 1
MSK67 Cell_5446 PTPN11 0
MSK67 Cell_5447 PTPN11 0
MSK67 Cell_5448 PTPN11 1
MSK67 Cell_5449 PTPN11 0
MSK67 Cell_5450 PTPN11 0
MSK67 Cell_5451 PTPN11 0
MSK67 Cell_5452 PTPN11 0
MSK67 Cell_5453 PTPN11 1
MSK67 Cell_5454 PTPN11 0
MSK67 Cell_5455 PTPN11 0
MSK67 Cell_5456 PTPN11 0
MSK67 Cell_5457 PTPN11 0
MSK67 Cell_5458 PTPN11 0
MSK67 Cell_5459 PTPN11 0
MSK67 Cell_5460 PTPN11 0
MSK67 Cell_5461 PTPN11 0
MSK67 Cell_5462 PTPN11 0
MSK67 Cell_5463 PTPN11 0
MSK67 Cell_5464 PTPN11 0
MSK67 Cell_5465 PTPN11 0
MSK67 Cell_5466 PTPN11 0
MSK67 Cell_5467 PTPN11 0
MSK67 Cell_5468 PTPN11 0
MSK67 Cell_5469 PTPN11 0
MSK67 Cell_5470 PTPN11 0
MSK67 Cell_5471 PTPN11 0
MSK67 Cell_5472 PTPN11 0
MSK67 Cell_5473 PTPN11 0
MSK67 Cell_5474 PTPN11 1
MSK67 Cell_5475 PTPN11 0
MSK67 Cell_5476 PTPN11 0
MSK67 Cell_5477 PTPN11 0
MSK67 Cell_5478 PTPN11 0
MSK67 Cell_5479 PTPN11 0
MSK67 Cell_5480 PTPN11 0
MSK67 Cell_5481 PTPN11 0
MSK67 Cell_5482 PTPN11 0
MSK67 Cell_5483 PTPN11 0
MSK67 Cell_5484 PTPN11 0
MSK67 Cell_5485 PTPN11 0
MSK67 Cell_5486 PTPN11 0
MSK67 Cell_5487 PTPN11 0
MSK67 Cell_5488 PTPN11 0
MSK67 Cell_5489 PTPN11 0
MSK67 Cell_5490 PTPN11 1
MSK67 Cell_5491 PTPN11 0
MSK67 Cell_5492 PTPN11 0
MSK67 Cell_5493 PTPN11 0
MSK67 Cell_5494 PTPN11 0
MSK67 Cell_5495 PTPN11 0
MSK67 Cell_5496 PTPN11 0
MSK67 Cell_5497 PTPN11 0
MSK67 Cell_5498 PTPN11 0
MSK67 Cell_5499 PTPN11 0
MSK67 Cell_5500 PTPN11 0
MSK67 Cell_5501 PTPN11 0
MSK67 Cell_5502 PTPN11 0
MSK67 Cell_5503 PTPN11 0
MSK67 Cell_5504 PTPN11 0
MSK67 Cell_5505 PTPN11 0
MSK67 Cell_5506 PTPN11 1
MSK67 Cell_5507 PTPN11 0
MSK67 Cell_5508 PTPN11 0
MSK67 Cell_5509 PTPN11 0
MSK67 Cell_5510 PTPN11 0
MSK67 Cell_5511 PTPN11 0
MSK67 Cell_5512 PTPN11 0
MSK67 Cell_5513 PTPN11 0
MSK67 Cell_5514 PTPN11 0
MSK67 Cell_5515 PTPN11 0
MSK67 Cell_5516 PTPN11 0
MSK67 Cell_5517 PTPN11 0
MSK67 Cell_5518 PTPN11 0
MSK67 Cell_5519 PTPN11 0
MSK67 Cell_5520 PTPN11 0
MSK67 Cell_5521 PTPN11 0
MSK67 Cell_5522 PTPN11 0
MSK67 Cell_5523 PTPN11 1
MSK67 Cell_5524 PTPN11 0
MSK67 Cell_5525 PTPN11 0
MSK67 Cell_5526 PTPN11 0
MSK67 Cell_5527 PTPN11 0
MSK67 Cell_5528 PTPN11 0
MSK67 Cell_5529 PTPN11 1
MSK67 Cell_5530 PTPN11 0
MSK67 Cell_5531 PTPN11 0
MSK67 Cell_5532 PTPN11 0
MSK67 Cell_5533 PTPN11 0
MSK67 Cell_5534 PTPN11 0
MSK67 Cell_5535 PTPN11 0
MSK67 Cell_5536 PTPN11 0
MSK67 Cell_5537 PTPN11 0
MSK67 Cell_5538 PTPN11 0
MSK67 Cell_5539 PTPN11 0
MSK67 Cell_5540 PTPN11 0
MSK67 Cell_5541 PTPN11 0
MSK67 Cell_5542 PTPN11 0
MSK67 Cell_5543 PTPN11 0
MSK67 Cell_5544 PTPN11 0
MSK67 Cell_5545 PTPN11 0
MSK67 Cell_5546 PTPN11 0
MSK67 Cell_5547 PTPN11 1
MSK67 Cell_5548 PTPN11 0
MSK67 Cell_5549 PTPN11 0
MSK67 Cell_5550 PTPN11 0
MSK67 Cell_5551 PTPN11 0
MSK67 Cell_5552 PTPN11 0
MSK67 Cell_5553 PTPN11 0
MSK67 Cell_5554 PTPN11 0
MSK67 Cell_5555 PTPN11 0
MSK67 Cell_5556 PTPN11 0
MSK67 Cell_5557 PTPN11 0
MSK67 Cell_5558 PTPN11 0
MSK67 Cell_5559 PTPN11 0
MSK67 Cell_5560 PTPN11 0
MSK67 Cell_5561 PTPN11 0
MSK67 Cell_5562 PTPN11 0
MSK67 Cell_5563 PTPN11 0
MSK67 Cell_5564 PTPN11 0
MSK67 Cell_5565 PTPN11 0
MSK67 Cell_5566 PTPN11 0
MSK67 Cell_5567 PTPN11 0
MSK67 Cell_5568 PTPN11 0
MSK67 Cell_5569 PTPN11 0
MSK67 Cell_5570 PTPN11 0
MSK67 Cell_5571 PTPN11 0
MSK67 Cell_5572 PTPN11 0
MSK67 Cell_5573 PTPN11 0
MSK67 Cell_5574 PTPN11 0
MSK67 Cell_5575 PTPN11 0
MSK67 Cell_5576 PTPN11 0
MSK67 Cell_5577 PTPN11 0
MSK67 Cell_5578 PTPN11 0
MSK67 Cell_5579 PTPN11 0
MSK67 Cell_5580 PTPN11 0
MSK67 Cell_5581 PTPN11 0
MSK67 Cell_5582 PTPN11 0
MSK67 Cell_5583 PTPN11 0
MSK67 Cell_5584 PTPN11 0
MSK67 Cell_5585 PTPN11 0
MSK67 Cell_5586 PTPN11 0
MSK67 Cell_5587 PTPN11 0
MSK67 Cell_5588 PTPN11 0
MSK67 Cell_5589 PTPN11 0
MSK67 Cell_5590 PTPN11 0
MSK67 Cell_5591 PTPN11 0
MSK67 Cell_5592 PTPN11 0
MSK67 Cell_5593 PTPN11 0
MSK67 Cell_5594 PTPN11 0
MSK67 Cell_5595 PTPN11 0
MSK67 Cell_5596 PTPN11 0
MSK67 Cell_5597 PTPN11 0
MSK67 Cell_5598 PTPN11 1
MSK67 Cell_5599 PTPN11 0
MSK67 Cell_5600 PTPN11 0
MSK67 Cell_5601 PTPN11 0
MSK67 Cell_5602 PTPN11 0
MSK67 Cell_5603 PTPN11 0
MSK67 Cell_5604 PTPN11 0
MSK67 Cell_5605 PTPN11 0
MSK67 Cell_5606 PTPN11 0
MSK67 Cell_5607 PTPN11 1
MSK67 Cell_5608 PTPN11 0
MSK67 Cell_5609 PTPN11 0
MSK67 Cell_5610 PTPN11 0
MSK67 Cell_5611 PTPN11 0
MSK67 Cell_5612 PTPN11 0
MSK67 Cell_5613 PTPN11 0
MSK67 Cell_5614 PTPN11 0
MSK67 Cell_5615 PTPN11 0
MSK67 Cell_5616 PTPN11 0
MSK67 Cell_5617 PTPN11 0
MSK67 Cell_5618 PTPN11 0
MSK67 Cell_5619 PTPN11 0
MSK67 Cell_5620 PTPN11 0
MSK67 Cell_5621 PTPN11 0
MSK67 Cell_5622 PTPN11 0
MSK67 Cell_5623 PTPN11 0
MSK67 Cell_5624 PTPN11 0
MSK67 Cell_5625 PTPN11 0
MSK67 Cell_5626 PTPN11 0
MSK67 Cell_5627 PTPN11 0
MSK67 Cell_5628 PTPN11 0
MSK67 Cell_5629 PTPN11 0
MSK67 Cell_5630 PTPN11 0
MSK67 Cell_5631 PTPN11 0
MSK67 Cell_5632 PTPN11 0
MSK67 Cell_5633 PTPN11 0
MSK67 Cell_5634 PTPN11 0
MSK67 Cell_5635 PTPN11 0
MSK67 Cell_5636 PTPN11 0
MSK67 Cell_5637 PTPN11 0
MSK67 Cell_5638 PTPN11 0
MSK67 Cell_5639 PTPN11 0
MSK67 Cell_5640 PTPN11 0
MSK67 Cell_5641 PTPN11 0
MSK67 Cell_5642 PTPN11 0
MSK67 Cell_5643 PTPN11 0
MSK67 Cell_5644 PTPN11 0
MSK67 Cell_5645 PTPN11 1
MSK67 Cell_5646 PTPN11 0
MSK67 Cell_5647 PTPN11 0
MSK67 Cell_5648 PTPN11 0
MSK67 Cell_5649 PTPN11 0
MSK67 Cell_5650 PTPN11 0
MSK67 Cell_5651 PTPN11 0
MSK67 Cell_5652 PTPN11 0
MSK67 Cell_5653 PTPN11 0
MSK67 Cell_5654 PTPN11 0
MSK67 Cell_5655 PTPN11 0
MSK67 Cell_5656 PTPN11 0
MSK67 Cell_5657 PTPN11 0
MSK67 Cell_5658 PTPN11 0
MSK67 Cell_5659 PTPN11 0
MSK67 Cell_5660 PTPN11 0
MSK67 Cell_5661 PTPN11 0
MSK67 Cell_5662 PTPN11 0
MSK67 Cell_5663 PTPN11 0
MSK67 Cell_5664 PTPN11 0
MSK67 Cell_5665 PTPN11 0
MSK67 Cell_5666 PTPN11 0
MSK67 Cell_5667 PTPN11 0
MSK67 Cell_5668 PTPN11 0
MSK67 Cell_5669 PTPN11 0
MSK67 Cell_5670 PTPN11 0
MSK67 Cell_5671 PTPN11 0
MSK67 Cell_5672 PTPN11 0
MSK67 Cell_5673 PTPN11 0
MSK67 Cell_5674 PTPN11 0
MSK67 Cell_5675 PTPN11 0
MSK67 Cell_5676 PTPN11 0
MSK67 Cell_5677 PTPN11 1
MSK67 Cell_5678 PTPN11 0
MSK67 Cell_5679 PTPN11 0
MSK67 Cell_5680 PTPN11 0
MSK67 Cell_5681 PTPN11 0
MSK67 Cell_5682 PTPN11 0
MSK67 Cell_5683 PTPN11 0
MSK67 Cell_5684 PTPN11 0
MSK67 Cell_5685 PTPN11 0
MSK67 Cell_5686 PTPN11 0
MSK67 Cell_5687 PTPN11 0
MSK67 Cell_5688 PTPN11 0
MSK67 Cell_5689 PTPN11 0
MSK67 Cell_5690 PTPN11 0
MSK67 Cell_5691 PTPN11 0
MSK67 Cell_5692 PTPN11 0
MSK67 Cell_5693 PTPN11 0
MSK67 Cell_5694 PTPN11 0
MSK67 Cell_5695 PTPN11 0
MSK67 Cell_5696 PTPN11 0
MSK67 Cell_5697 PTPN11 0
MSK67 Cell_5698 PTPN11 0
MSK67 Cell_5699 PTPN11 0
MSK67 Cell_5700 PTPN11 1
MSK67 Cell_5701 PTPN11 0
MSK67 Cell_5702 PTPN11 0
MSK67 Cell_5703 PTPN11 0
MSK67 Cell_5704 PTPN11 0
MSK67 Cell_5705 PTPN11 0
MSK67 Cell_5706 PTPN11 0
MSK67 Cell_5707 PTPN11 0
MSK67 Cell_5708 PTPN11 0
MSK67 Cell_5709 PTPN11 0
MSK67 Cell_5710 PTPN11 0
MSK67 Cell_5711 PTPN11 0
MSK67 Cell_5712 PTPN11 0
MSK67 Cell_5713 PTPN11 0
MSK67 Cell_5714 PTPN11 0
MSK67 Cell_5715 PTPN11 0
MSK67 Cell_5716 PTPN11 0
MSK67 Cell_5717 PTPN11 0
MSK67 Cell_5718 PTPN11 0
MSK67 Cell_5719 PTPN11 0
MSK67 Cell_5720 PTPN11 0
MSK67 Cell_5721 PTPN11 0
MSK67 Cell_5722 PTPN11 0
MSK67 Cell_5723 PTPN11 0
MSK67 Cell_5724 PTPN11 0
MSK67 Cell_5725 PTPN11 1
MSK67 Cell_5726 PTPN11 0
MSK67 Cell_5727 PTPN11 0
MSK67 Cell_5728 PTPN11 0
MSK67 Cell_5729 PTPN11 0
MSK67 Cell_5730 PTPN11 0
MSK67 Cell_5731 PTPN11 0
MSK67 Cell_5732 PTPN11 0
MSK67 Cell_5733 PTPN11 0
MSK67 Cell_5734 PTPN11 0
MSK67 Cell_5735 PTPN11 0
MSK67 Cell_5736 PTPN11 1
MSK67 Cell_5737 PTPN11 0
MSK67 Cell_5738 PTPN11 0
MSK67 Cell_5739 PTPN11 0
MSK67 Cell_5740 PTPN11 0
MSK67 Cell_5741 PTPN11 0
MSK67 Cell_5742 PTPN11 0
MSK67 Cell_5743 PTPN11 0
MSK67 Cell_5744 PTPN11 0
MSK67 Cell_5745 PTPN11 1
MSK67 Cell_5746 PTPN11 0
MSK67 Cell_5747 PTPN11 0
MSK67 Cell_5748 PTPN11 0
MSK67 Cell_5749 PTPN11 0
MSK67 Cell_5750 PTPN11 0
MSK67 Cell_5751 PTPN11 0
MSK67 Cell_5752 PTPN11 0
MSK67 Cell_5753 PTPN11 0
MSK67 Cell_5754 PTPN11 0
MSK67 Cell_5755 PTPN11 0
MSK67 Cell_5756 PTPN11 0
MSK67 Cell_5757 PTPN11 0
MSK67 Cell_5758 PTPN11 0
MSK67 Cell_5759 PTPN11 0
MSK67 Cell_5760 PTPN11 0
MSK67 Cell_5761 PTPN11 0
MSK67 Cell_5762 PTPN11 0
MSK67 Cell_5763 PTPN11 0
MSK67 Cell_5764 PTPN11 0
MSK67 Cell_5765 PTPN11 0
MSK67 Cell_5766 PTPN11 0
MSK67 Cell_5767 PTPN11 0
MSK67 Cell_5768 PTPN11 1
MSK67 Cell_5769 PTPN11 0
MSK67 Cell_5770 PTPN11 0
MSK67 Cell_5771 PTPN11 0
MSK67 Cell_5772 PTPN11 0
MSK67 Cell_5773 PTPN11 0
MSK67 Cell_5774 PTPN11 0
MSK67 Cell_5775 PTPN11 0
MSK67 Cell_5776 PTPN11 0
MSK67 Cell_5777 PTPN11 0
MSK67 Cell_5778 PTPN11 0
MSK67 Cell_5779 PTPN11 0
MSK67 Cell_5780 PTPN11 0
MSK67 Cell_5781 PTPN11 0
MSK67 Cell_5782 PTPN11 0
MSK67 Cell_5783 PTPN11 0
MSK67 Cell_5784 PTPN11 0
MSK67 Cell_5785 PTPN11 0
MSK67 Cell_5786 PTPN11 0
MSK67 Cell_5787 PTPN11 0
MSK67 Cell_5788 PTPN11 0
MSK67 Cell_5789 PTPN11 0
MSK67 Cell_5790 PTPN11 0
MSK67 Cell_5791 PTPN11 0
MSK67 Cell_5792 PTPN11 0
MSK67 Cell_5793 PTPN11 0
MSK67 Cell_5794 PTPN11 0
MSK67 Cell_5795 PTPN11 0
MSK67 Cell_5796 PTPN11 0
MSK67 Cell_5797 PTPN11 0
MSK67 Cell_5798 PTPN11 0
MSK67 Cell_5799 PTPN11 0
MSK67 Cell_5800 PTPN11 0
MSK67 Cell_5801 PTPN11 0
MSK67 Cell_5802 PTPN11 0
MSK67 Cell_5803 PTPN11 0
MSK67 Cell_5804 PTPN11 0
MSK67 Cell_5805 PTPN11 0
MSK67 Cell_5806 PTPN11 0
MSK67 Cell_5807 PTPN11 0
MSK67 Cell_5808 PTPN11 0
MSK67 Cell_5809 PTPN11 0
MSK67 Cell_5810 PTPN11 0
MSK67 Cell_5811 PTPN11 0
MSK67 Cell_5812 PTPN11 0
MSK67 Cell_5813 PTPN11 0
MSK67 Cell_5814 PTPN11 0
MSK67 Cell_5815 PTPN11 0
MSK67 Cell_5816 PTPN11 0
MSK67 Cell_5817 PTPN11 0
MSK67 Cell_5818 PTPN11 0
MSK67 Cell_5819 PTPN11 0
MSK67 Cell_5820 PTPN11 0
MSK67 Cell_5821 PTPN11 0
MSK67 Cell_5822 PTPN11 0
MSK67 Cell_5823 PTPN11 0
MSK67 Cell_5824 PTPN11 1
MSK67 Cell_5825 PTPN11 0
MSK67 Cell_5826 PTPN11 0
MSK67 Cell_5827 PTPN11 0
MSK67 Cell_5828 PTPN11 0
MSK67 Cell_5829 PTPN11 0
MSK67 Cell_5830 PTPN11 0
MSK67 Cell_5831 PTPN11 0
MSK67 Cell_5832 PTPN11 0
MSK67 Cell_5833 PTPN11 0
MSK67 Cell_5834 PTPN11 0
MSK67 Cell_5835 PTPN11 0
MSK67 Cell_5836 PTPN11 0
MSK67 Cell_5837 PTPN11 0
MSK67 Cell_5838 PTPN11 0
MSK67 Cell_5839 PTPN11 0
MSK67 Cell_5840 PTPN11 0
MSK67 Cell_5841 PTPN11 0
MSK67 Cell_5842 PTPN11 0
MSK67 Cell_5843 PTPN11 0
MSK67 Cell_5844 PTPN11 0
MSK67 Cell_5845 PTPN11 0
MSK67 Cell_5846 PTPN11 0
MSK67 Cell_5847 PTPN11 0
MSK67 Cell_5848 PTPN11 0
MSK67 Cell_5849 PTPN11 0
MSK67 Cell_5850 PTPN11 0
MSK67 Cell_5851 PTPN11 0
MSK67 Cell_5852 PTPN11 0
MSK67 Cell_5853 PTPN11 0
MSK67 Cell_5854 PTPN11 0
MSK67 Cell_5855 PTPN11 0
MSK67 Cell_5856 PTPN11 0
MSK67 Cell_5857 PTPN11 0
MSK67 Cell_5858 PTPN11 0
MSK67 Cell_5859 PTPN11 0
MSK67 Cell_5860 PTPN11 1
MSK67 Cell_5861 PTPN11 0
MSK67 Cell_5862 PTPN11 0
MSK67 Cell_5863 PTPN11 0
MSK67 Cell_5864 PTPN11 0
MSK67 Cell_5865 PTPN11 0
MSK67 Cell_5866 PTPN11 0
MSK67 Cell_5867 PTPN11 0
MSK67 Cell_5868 PTPN11 0
MSK67 Cell_5869 PTPN11 0
MSK67 Cell_5870 PTPN11 0
MSK67 Cell_5871 PTPN11 0
MSK67 Cell_5872 PTPN11 0
MSK67 Cell_5873 PTPN11 0
MSK67 Cell_5874 PTPN11 0
MSK67 Cell_5875 PTPN11 0
MSK67 Cell_5876 PTPN11 0
MSK67 Cell_5877 PTPN11 0
MSK67 Cell_5878 PTPN11 0
MSK67 Cell_5879 PTPN11 0
MSK67 Cell_5880 PTPN11 0
MSK67 Cell_5881 PTPN11 0
MSK67 Cell_5882 PTPN11 0
MSK67 Cell_5883 PTPN11 0
MSK67 Cell_5884 PTPN11 0
MSK67 Cell_5885 PTPN11 0
MSK67 Cell_5886 PTPN11 0
MSK67 Cell_5887 PTPN11 0
MSK67 Cell_5888 PTPN11 0
MSK67 Cell_5889 PTPN11 0
MSK67 Cell_5890 PTPN11 0
MSK67 Cell_5891 PTPN11 0
MSK67 Cell_5892 PTPN11 0
MSK67 Cell_5893 PTPN11 0
MSK67 Cell_5894 PTPN11 0
MSK67 Cell_5895 PTPN11 0
MSK67 Cell_5896 PTPN11 0
MSK67 Cell_5897 PTPN11 0
MSK67 Cell_5898 PTPN11 0
MSK67 Cell_5899 PTPN11 0
MSK67 Cell_5900 PTPN11 0
MSK67 Cell_5901 PTPN11 0
MSK67 Cell_5902 PTPN11 0
MSK67 Cell_5903 PTPN11 0
MSK67 Cell_5904 PTPN11 0
MSK67 Cell_5905 PTPN11 0
MSK67 Cell_5906 PTPN11 0
MSK67 Cell_5907 PTPN11 0
MSK67 Cell_5908 PTPN11 0
MSK67 Cell_5909 PTPN11 0
MSK67 Cell_5910 PTPN11 0
MSK67 Cell_5911 PTPN11 0
MSK67 Cell_5912 PTPN11 0
MSK67 Cell_5913 PTPN11 0
MSK67 Cell_5914 PTPN11 0
MSK67 Cell_5915 PTPN11 0
MSK67 Cell_5916 PTPN11 0
MSK67 Cell_5917 PTPN11 0
MSK67 Cell_5918 PTPN11 0
MSK67 Cell_5919 PTPN11 0
MSK67 Cell_5920 PTPN11 0
MSK67 Cell_5921 PTPN11 0
MSK67 Cell_5922 PTPN11 0
MSK67 Cell_5923 PTPN11 0
MSK67 Cell_5924 PTPN11 0
MSK67 Cell_5925 PTPN11 0
MSK67 Cell_5926 PTPN11 0
MSK67 Cell_5927 PTPN11 0
MSK67 Cell_5928 PTPN11 0
MSK67 Cell_5929 PTPN11 0
MSK67 Cell_5930 PTPN11 0
MSK67 Cell_5931 PTPN11 0
MSK67 Cell_5932 PTPN11 0
MSK67 Cell_5933 PTPN11 0
MSK67 Cell_5934 PTPN11 0
MSK67 Cell_5935 PTPN11 0
MSK67 Cell_5936 PTPN11 0
MSK67 Cell_5937 PTPN11 0
