SAMPLE	REGION	GENE	CCF
CRUK0303	R2	BCOR	0.02
CRUK0303	R2	BCOR	0.02
CRUK0303	R2	BCOR	0.02
CRUK0303	R2	COL5A2	0.02
CRUK0303	R2	COL5A2	0.98
CRUK0303	R2	COL5A2	1
CRUK0303	R2	FAT1	1
CRUK0303	R2	KMT2C	0.02
CRUK0303	R2	NOTCH2	0.99
CRUK0303	R2	STAG2	0.02
CRUK0303	R3	ARID2	1
CRUK0303	R3	BCOR	0.02
CRUK0303	R3	BCOR	0.02
CRUK0303	R3	BCOR	0.02
CRUK0303	R3	COL5A2	0.26
CRUK0303	R3	COL5A2	0.74
CRUK0303	R3	COL5A2	0.99
CRUK0303	R3	FAT1	0.9
CRUK0303	R3	KMT2C	0.02
CRUK0303	R3	NOTCH2	1
CRUK0303	R3	STAG2	0.02
CRUK0303	R4	ARID2	1
CRUK0303	R4	BCOR	0.02
CRUK0303	R4	BCOR	0.02
CRUK0303	R4	BCOR	0.02
CRUK0303	R4	COL5A2	0.02
CRUK0303	R4	COL5A2	0.89
CRUK0303	R4	COL5A2	0.92
CRUK0303	R4	FAT1	1
CRUK0303	R4	KMT2C	0.15
CRUK0303	R4	NOTCH2	0.98
CRUK0303	R4	STAG2	0.02
CRUK0310	R1	DICER1	0.02
CRUK0310	R1	TET2	0.99
CRUK0310	R1	TP53	1
CRUK0310	R2	DICER1	0.72
CRUK0310	R2	TET2	0.95
CRUK0310	R2	TP53	1
CRUK0311	LN1	CDK12	0.02
CRUK0311	LN1	FAT1	0.02
CRUK0311	LN1	PBRM1	0.95
CRUK0311	LN1	PIK3R1	0.99
CRUK0311	LN1	PLXNB2	0.02
CRUK0311	LN1	TP53	1
CRUK0311	LN2	CDK12	0.02
CRUK0311	LN2	FAT1	0.02
CRUK0311	LN2	PBRM1	0.98
CRUK0311	LN2	PIK3R1	0.98
CRUK0311	LN2	PLXNB2	0.02
CRUK0311	LN2	TP53	0.85
CRUK0311	R1	CDK12	0.02
CRUK0311	R1	FAT1	0.02
CRUK0311	R1	PBRM1	1
CRUK0311	R1	PIK3R1	0.89
CRUK0311	R1	PLXNB2	0.43
CRUK0311	R1	TP53	0.97
CRUK0311	R2	CDK12	0.02
CRUK0311	R2	FAT1	0.13
CRUK0311	R2	PBRM1	0.97
CRUK0311	R2	PIK3R1	0.97
CRUK0311	R2	PLXNB2	0.02
CRUK0311	R2	TP53	0.91
CRUK0311	R3	CDK12	0.97
CRUK0311	R3	FAT1	0.02
CRUK0311	R3	PBRM1	0.98
CRUK0311	R3	PIK3R1	0.98
CRUK0311	R3	PLXNB2	0.02
CRUK0311	R3	TP53	1
CRUK0311	R4	CDK12	0.02
CRUK0311	R4	FAT1	0.02
CRUK0311	R4	PBRM1	1
CRUK0311	R4	PIK3R1	1
CRUK0311	R4	PLXNB2	0.02
CRUK0311	R4	TP53	1
CRUK0313	R1	CMTR2	1
CRUK0313	R1	KRAS	1
CRUK0313	R1	MGA	0.02
CRUK0313	R1	PPP3CA	0.84
CRUK0313	R1	SERPINB13	0.6
CRUK0313	R1	TET2	0.02
CRUK0313	R2	CMTR2	1
CRUK0313	R2	KRAS	1
CRUK0313	R2	MGA	0.89
CRUK0313	R2	PPP3CA	0.02
CRUK0313	R2	SERPINB13	0.02
CRUK0313	R2	TET2	0.7
CRUK0316	R1	KEAP1	0.04
CRUK0316	R1	KEAP1	0.21
CRUK0316	R1	KEAP1	0.44
CRUK0316	R1	KRAS	0.92
CRUK0316	R1	NFE2L2	0.02
CRUK0316	R1	SMARCA4	0.02
CRUK0316	R1	SMARCA4	0.02
CRUK0316	R1	SMARCA4	0.02
CRUK0316	R1	STK11	1
CRUK0316	R2	KEAP1	0.02
CRUK0316	R2	KEAP1	0.02
CRUK0316	R2	KEAP1	0.04
CRUK0316	R2	KRAS	0.75
CRUK0316	R2	NFE2L2	0.02
CRUK0316	R2	SMARCA4	0.02
CRUK0316	R2	SMARCA4	0.02
CRUK0316	R2	SMARCA4	0.02
CRUK0316	R2	STK11	0.9
CRUK0316	R3	KEAP1	0.02
CRUK0316	R3	KEAP1	0.02
CRUK0316	R3	KEAP1	0.02
CRUK0316	R3	KRAS	0.94
CRUK0316	R3	NFE2L2	0.48
CRUK0316	R3	SMARCA4	0.02
CRUK0316	R3	SMARCA4	0.02
CRUK0316	R3	SMARCA4	0.17
CRUK0316	R3	STK11	0.92
CRUK0316	R4	KEAP1	0.02
CRUK0316	R4	KEAP1	0.02
CRUK0316	R4	KEAP1	0.03
CRUK0316	R4	KRAS	0.86
CRUK0316	R4	NFE2L2	0.68
CRUK0316	R4	SMARCA4	0.04
CRUK0316	R4	SMARCA4	0.07
CRUK0316	R4	SMARCA4	0.28
CRUK0316	R4	STK11	0.97
CRUK0321	R1	CHEK2	0.02
CRUK0321	R1	TP53	0.92
CRUK0321	R2	CHEK2	0.79
CRUK0321	R2	TP53	1
CRUK0321	R3	CHEK2	0.02
CRUK0321	R3	TP53	1
CRUK0321	R4	CHEK2	0.02
CRUK0321	R4	TP53	1
CRUK0322	R1	ATRX	0.02
CRUK0322	R1	CUX1	0.7
CRUK0322	R1	DNAH12	0.02
CRUK0322	R1	DNAH12	0.68
CRUK0322	R1	FANCM	0.02
CRUK0322	R1	KDM5C	0.02
CRUK0322	R1	KMT2C	0.02
CRUK0322	R1	KMT2C	0.02
CRUK0322	R1	KMT2C	1
CRUK0322	R1	KRAS	0.02
CRUK0322	R1	NCOA6	1
CRUK0322	R1	PIK3CA	0.02
CRUK0322	R1	RAD21	0.02
CRUK0322	R1	RAD21	0.02
CRUK0322	R1	SMARCB1	0.35
CRUK0322	R1	TP53	1
CRUK0322	R1	UBR5	0.02
CRUK0322	R2	ATRX	0.02
CRUK0322	R2	CUX1	0.11
CRUK0322	R2	DNAH12	0.02
CRUK0322	R2	DNAH12	0.49
CRUK0322	R2	FANCM	1
CRUK0322	R2	KDM5C	0.02
CRUK0322	R2	KMT2C	0.5
CRUK0322	R2	KMT2C	0.51
CRUK0322	R2	KMT2C	1
CRUK0322	R2	KRAS	0.94
CRUK0322	R2	NCOA6	0.02
CRUK0322	R2	PIK3CA	0.98
CRUK0322	R2	RAD21	0.81
CRUK0322	R2	RAD21	0.83
CRUK0322	R2	SMARCB1	0.02
CRUK0322	R2	TP53	1
CRUK0322	R2	UBR5	0.96
CRUK0322	R3	ATRX	0.02
CRUK0322	R3	CUX1	0.23
CRUK0322	R3	DNAH12	0.02
CRUK0322	R3	DNAH12	1
CRUK0322	R3	FANCM	0.83
CRUK0322	R3	KDM5C	0.02
CRUK0322	R3	KMT2C	0.52
CRUK0322	R3	KMT2C	1
CRUK0322	R3	KMT2C	1
CRUK0322	R3	KRAS	1
CRUK0322	R3	NCOA6	0.02
CRUK0322	R3	PIK3CA	0.86
CRUK0322	R3	RAD21	0.67
CRUK0322	R3	RAD21	0.87
CRUK0322	R3	SMARCB1	0.02
CRUK0322	R3	TP53	0.98
CRUK0322	R3	UBR5	1
CRUK0331	R1	EGFR	1
CRUK0331	R1	GATA3	0.02
CRUK0331	R2	EGFR	0.94
CRUK0331	R2	GATA3	0.02
CRUK0331	R3	EGFR	0.89
CRUK0331	R3	GATA3	0.02
CRUK0331	R4	EGFR	0.97
CRUK0331	R4	GATA3	0.21
CRUK0331	R5	EGFR	0.98
CRUK0331	R5	GATA3	0.02
CRUK0331	R6	EGFR	1
CRUK0331	R6	GATA3	0.02
CRUK0331	R7	EGFR	0.96
CRUK0331	R7	GATA3	0.02
CRUK0337	R1	ANK2	0.33
CRUK0337	R1	ANK2	0.85
CRUK0337	R1	ANK2	1
CRUK0337	R1	ANK2	1
CRUK0337	R1	AXIN2	1
CRUK0337	R1	CNBD1	0.79
CRUK0337	R1	CNBD1	0.98
CRUK0337	R1	CNBD1	1
CRUK0337	R1	CNBD1	1
CRUK0337	R1	COL2A1	1
CRUK0337	R1	COL2A1	1
CRUK0337	R1	CREBBP	0.02
CRUK0337	R1	CREBBP	1
CRUK0337	R1	KRAS	1
CRUK0337	R1	MTOR	1
CRUK0337	R1	NF1	0.96
CRUK0337	R1	POLE	1
CRUK0337	R1	POT1	1
CRUK0337	R1	PPP3CA	1
CRUK0337	R1	SETD2	0.85
CRUK0337	R1	SETD2	1
CRUK0337	R1	SMAD4	0.69
CRUK0337	R1	TP53	0.87
CRUK0337	R2	ANK2	0.02
CRUK0337	R2	ANK2	0.75
CRUK0337	R2	ANK2	0.95
CRUK0337	R2	ANK2	1
CRUK0337	R2	AXIN2	0.83
CRUK0337	R2	CNBD1	0.99
CRUK0337	R2	CNBD1	1
CRUK0337	R2	CNBD1	1
CRUK0337	R2	CNBD1	1
CRUK0337	R2	COL2A1	0.97
CRUK0337	R2	COL2A1	1
CRUK0337	R2	CREBBP	0.66
CRUK0337	R2	CREBBP	1
CRUK0337	R2	KRAS	0.99
CRUK0337	R2	MTOR	1
CRUK0337	R2	NF1	0.85
CRUK0337	R2	POLE	1
CRUK0337	R2	POT1	0.96
CRUK0337	R2	PPP3CA	1
CRUK0337	R2	SETD2	0.84
CRUK0337	R2	SETD2	0.87
CRUK0337	R2	SMAD4	0.02
CRUK0337	R2	TP53	0.87
CRUK0349	R1	AXIN2	0.48
CRUK0349	R1	FLT4	0.17
CRUK0349	R1	FLT4	0.32
CRUK0349	R1	RIT1	0.02
CRUK0349	R1	SMARCA4	0.99
CRUK0349	R1	TET2	0.02
CRUK0349	R1	TET2	0.39
CRUK0349	R1	TP53	0.98
CRUK0349	R2	AXIN2	0.02
CRUK0349	R2	FLT4	0.65
CRUK0349	R2	FLT4	0.78
CRUK0349	R2	RIT1	0.84
CRUK0349	R2	SMARCA4	1
CRUK0349	R2	TET2	0.73
CRUK0349	R2	TET2	1
CRUK0349	R2	TP53	1
CRUK0352	R1	ARID1B	0.14
CRUK0352	R1	ATM	0.02
CRUK0352	R1	ATM	1
CRUK0352	R1	FANCM	0.02
CRUK0352	R1	FAT1	0.94
CRUK0352	R1	FAT1	1
CRUK0352	R1	GRIN2A	0.96
CRUK0352	R1	KMT2C	0.02
CRUK0352	R1	KMT2D	0.02
CRUK0352	R1	KRAS	1
CRUK0352	R1	MGA	0.97
CRUK0352	R1	MTOR	0.02
CRUK0352	R1	NCOR1	0.02
CRUK0352	R1	PLCG2	0.02
CRUK0352	R1	PLCG2	1
CRUK0352	R1	PTCH1	0.95
CRUK0352	R1	PTPRB	0.94
CRUK0352	R2	ARID1B	1
CRUK0352	R2	ATM	0.02
CRUK0352	R2	ATM	0.99
CRUK0352	R2	FANCM	0.02
CRUK0352	R2	FAT1	0.77
CRUK0352	R2	FAT1	0.99
CRUK0352	R2	GRIN2A	0.92
CRUK0352	R2	KMT2C	0.02
CRUK0352	R2	KMT2D	0.02
CRUK0352	R2	KRAS	1
CRUK0352	R2	MGA	1
CRUK0352	R2	MTOR	0.02
CRUK0352	R2	NCOR1	0.02
CRUK0352	R2	PLCG2	0.02
CRUK0352	R2	PLCG2	1
CRUK0352	R2	PTCH1	0.95
CRUK0352	R2	PTPRB	0.8
CRUK0352	R3	ARID1B	0.02
CRUK0352	R3	ATM	0.02
CRUK0352	R3	ATM	1
CRUK0352	R3	FANCM	0.02
CRUK0352	R3	FAT1	0.92
CRUK0352	R3	FAT1	0.95
CRUK0352	R3	GRIN2A	1
CRUK0352	R3	KMT2C	0.02
CRUK0352	R3	KMT2D	0.02
CRUK0352	R3	KRAS	0.95
CRUK0352	R3	MGA	1
CRUK0352	R3	MTOR	0.02
CRUK0352	R3	NCOR1	0.02
CRUK0352	R3	PLCG2	0.02
CRUK0352	R3	PLCG2	0.78
CRUK0352	R3	PTCH1	0.97
CRUK0352	R3	PTPRB	0.86
CRUK0352	R4	ARID1B	1
CRUK0352	R4	ATM	1
CRUK0352	R4	ATM	1
CRUK0352	R4	FANCM	0.96
CRUK0352	R4	FAT1	0.02
CRUK0352	R4	FAT1	0.02
CRUK0352	R4	GRIN2A	0.02
CRUK0352	R4	KMT2C	0.46
CRUK0352	R4	KMT2D	0.97
CRUK0352	R4	KRAS	0.97
CRUK0352	R4	MGA	1
CRUK0352	R4	MTOR	1
CRUK0352	R4	NCOR1	0.02
CRUK0352	R4	PLCG2	0.55
CRUK0352	R4	PLCG2	0.85
CRUK0352	R4	PTCH1	0.02
CRUK0352	R4	PTPRB	1
CRUK0352	R5	ARID1B	0.93
CRUK0352	R5	ATM	1
CRUK0352	R5	ATM	1
CRUK0352	R5	FANCM	0.96
CRUK0352	R5	FAT1	0.06
CRUK0352	R5	FAT1	0.12
CRUK0352	R5	GRIN2A	0.06
CRUK0352	R5	KMT2C	0.24
CRUK0352	R5	KMT2D	0.91
CRUK0352	R5	KRAS	1
CRUK0352	R5	MGA	1
CRUK0352	R5	MTOR	0.98
CRUK0352	R5	NCOR1	0.02
CRUK0352	R5	PLCG2	0.96
CRUK0352	R5	PLCG2	1
CRUK0352	R5	PTCH1	0.09
CRUK0352	R5	PTPRB	1
CRUK0352	R6	ARID1B	1
CRUK0352	R6	ATM	0.56
CRUK0352	R6	ATM	0.89
CRUK0352	R6	FANCM	0.54
CRUK0352	R6	FAT1	0.02
CRUK0352	R6	FAT1	0.02
CRUK0352	R6	GRIN2A	0.02
CRUK0352	R6	KMT2C	0.26
CRUK0352	R6	KMT2D	1
CRUK0352	R6	KRAS	0.95
CRUK0352	R6	MGA	1
CRUK0352	R6	MTOR	0.79
CRUK0352	R6	NCOR1	0.42
CRUK0352	R6	PLCG2	1
CRUK0352	R6	PLCG2	1
CRUK0352	R6	PTCH1	0.02
CRUK0352	R6	PTPRB	1
CRUK0352	R7	ARID1B	1
CRUK0352	R7	ATM	1
CRUK0352	R7	ATM	1
CRUK0352	R7	FANCM	0.81
CRUK0352	R7	FAT1	0.02
CRUK0352	R7	FAT1	0.1
CRUK0352	R7	GRIN2A	0.02
CRUK0352	R7	KMT2C	0.53
CRUK0352	R7	KMT2D	1
CRUK0352	R7	KRAS	1
CRUK0352	R7	MGA	1
CRUK0352	R7	MTOR	1
CRUK0352	R7	NCOR1	0.02
CRUK0352	R7	PLCG2	0.48
CRUK0352	R7	PLCG2	0.98
CRUK0352	R7	PTCH1	0.02
CRUK0352	R7	PTPRB	0.99
CRUK0359	R1	KRAS	1
CRUK0359	R1	POT1	0.69
CRUK0359	R1	POT1	0.85
CRUK0359	R1	PTPRC	0.39
CRUK0359	R1	SMAD4	0.02
CRUK0359	R2	KRAS	0.97
CRUK0359	R2	POT1	0.89
CRUK0359	R2	POT1	0.98
CRUK0359	R2	PTPRC	0.91
CRUK0359	R2	SMAD4	0.46
CRUK0361	R1	ARID1A	0.02
CRUK0361	R1	ATRX	0.02
CRUK0361	R1	CIC	0.02
CRUK0361	R1	CREBBP	0.44
CRUK0361	R1	CTNNB1	0.02
CRUK0361	R1	CTNNB1	0.02
CRUK0361	R1	EXT1	1
CRUK0361	R1	KEAP1	1
CRUK0361	R1	KRAS	0.5
CRUK0361	R1	KRAS	0.86
CRUK0361	R1	KRAS	0.87
CRUK0361	R1	NCOR1	0.02
CRUK0361	R1	PTPRC	0.02
CRUK0361	R1	SGK223	1
CRUK0361	R1	SMARCA4	0.02
CRUK0361	R1	SMARCA4	0.02
CRUK0361	R1	SMARCA4	0.11
CRUK0361	R1	SMARCA4	1
CRUK0361	R1	STK11	0.89
CRUK0361	R2	ARID1A	0.02
CRUK0361	R2	ATRX	0.02
CRUK0361	R2	CIC	0.02
CRUK0361	R2	CREBBP	0.02
CRUK0361	R2	CTNNB1	1
CRUK0361	R2	CTNNB1	0.02
CRUK0361	R2	EXT1	1
CRUK0361	R2	KEAP1	1
CRUK0361	R2	KRAS	0.74
CRUK0361	R2	KRAS	0.93
CRUK0361	R2	KRAS	1
CRUK0361	R2	NCOR1	0.02
CRUK0361	R2	PTPRC	0.19
CRUK0361	R2	SGK223	0.99
CRUK0361	R2	SMARCA4	0.02
CRUK0361	R2	SMARCA4	0.02
CRUK0361	R2	SMARCA4	0.02
CRUK0361	R2	SMARCA4	1
CRUK0361	R2	STK11	1
CRUK0361	R3	ARID1A	0.72
CRUK0361	R3	ATRX	0.02
CRUK0361	R3	CIC	0.74
CRUK0361	R3	CREBBP	0.02
CRUK0361	R3	CTNNB1	0.02
CRUK0361	R3	CTNNB1	0.02
CRUK0361	R3	EXT1	0.94
CRUK0361	R3	KEAP1	1
CRUK0361	R3	KRAS	0.43
CRUK0361	R3	KRAS	0.68
CRUK0361	R3	KRAS	0.89
CRUK0361	R3	NCOR1	0.71
CRUK0361	R3	PTPRC	0.02
CRUK0361	R3	SGK223	1
CRUK0361	R3	SMARCA4	0.02
CRUK0361	R3	SMARCA4	0.02
CRUK0361	R3	SMARCA4	0.14
CRUK0361	R3	SMARCA4	0.21
CRUK0361	R3	STK11	1
CRUK0361	R4	ARID1A	0.02
CRUK0361	R4	ATRX	0.02
CRUK0361	R4	CIC	0.02
CRUK0361	R4	CREBBP	0.94
CRUK0361	R4	CTNNB1	0.02
CRUK0361	R4	CTNNB1	0.02
CRUK0361	R4	EXT1	0.96
CRUK0361	R4	KEAP1	0.95
CRUK0361	R4	KRAS	0.44
CRUK0361	R4	KRAS	0.74
CRUK0361	R4	KRAS	1
CRUK0361	R4	NCOR1	0.02
CRUK0361	R4	PTPRC	0.02
CRUK0361	R4	SGK223	1
CRUK0361	R4	SMARCA4	0.02
CRUK0361	R4	SMARCA4	0.02
CRUK0361	R4	SMARCA4	0.02
CRUK0361	R4	SMARCA4	0.93
CRUK0361	R4	STK11	1
CRUK0368	R1	KEAP1	0.02
CRUK0368	R1	NF1	1
CRUK0368	R1	PIK3CA	0.02
CRUK0368	R1	RIT1	0.02
CRUK0368	R1	SMARCA4	0.02
CRUK0368	R1	SMARCA4	0.02
CRUK0368	R1	SMARCA4	0.75
CRUK0368	R1	TP53	0.9
CRUK0368	R2	KEAP1	0.98
CRUK0368	R2	NF1	0.97
CRUK0368	R2	PIK3CA	0.02
CRUK0368	R2	RIT1	0.33
CRUK0368	R2	SMARCA4	0.02
CRUK0368	R2	SMARCA4	0.29
CRUK0368	R2	SMARCA4	0.93
CRUK0368	R2	TP53	0.02
CRUK0368	R3	KEAP1	1
CRUK0368	R3	NF1	1
CRUK0368	R3	PIK3CA	1
CRUK0368	R3	RIT1	0.02
CRUK0368	R3	SMARCA4	0.02
CRUK0368	R3	SMARCA4	0.02
CRUK0368	R3	SMARCA4	1
CRUK0368	R3	TP53	0.02
CRUK0368	R4	KEAP1	0.9
CRUK0368	R4	NF1	0.98
CRUK0368	R4	PIK3CA	0.95
CRUK0368	R4	RIT1	0.02
CRUK0368	R4	SMARCA4	0.02
CRUK0368	R4	SMARCA4	0.02
CRUK0368	R4	SMARCA4	0.8
CRUK0368	R4	TP53	0.02
CRUK0369	LN3	AMER1	0.02
CRUK0369	LN3	AMER1	0.02
CRUK0369	LN3	APC	0.94
CRUK0369	LN3	CREBBP	0.96
CRUK0369	LN3	DICER1	1
CRUK0369	LN3	EP300	0.02
CRUK0369	LN3	MGA	1
CRUK0369	LN3	NRXN1	0.97
CRUK0369	LN3	NRXN1	0.97
CRUK0369	LN3	PRF1	0.02
CRUK0369	LN3	RBM10	0.02
CRUK0369	LN3	SMARCA4	0.02
CRUK0369	LN3	SMARCA4	0.81
CRUK0369	LN3	TP53	0.84
CRUK0369	LN3	TP53	0.93
CRUK0369	LN3	UBR5	0.02
CRUK0369	R1	AMER1	0.02
CRUK0369	R1	AMER1	0.02
CRUK0369	R1	APC	0.96
CRUK0369	R1	CREBBP	0.94
CRUK0369	R1	DICER1	0.91
CRUK0369	R1	EP300	0.45
CRUK0369	R1	MGA	1
CRUK0369	R1	NRXN1	0.89
CRUK0369	R1	NRXN1	0.92
CRUK0369	R1	PRF1	0.02
CRUK0369	R1	RBM10	0.02
CRUK0369	R1	SMARCA4	1
CRUK0369	R1	SMARCA4	1
CRUK0369	R1	TP53	0.97
CRUK0369	R1	TP53	1
CRUK0369	R1	UBR5	0.02
CRUK0369	R2	AMER1	0.02
CRUK0369	R2	AMER1	0.02
CRUK0369	R2	APC	0.93
CRUK0369	R2	CREBBP	1
CRUK0369	R2	DICER1	1
CRUK0369	R2	EP300	0.02
CRUK0369	R2	MGA	0.91
CRUK0369	R2	NRXN1	0.91
CRUK0369	R2	NRXN1	0.96
CRUK0369	R2	PRF1	0.02
CRUK0369	R2	RBM10	0.02
CRUK0369	R2	SMARCA4	0.02
CRUK0369	R2	SMARCA4	1
CRUK0369	R2	TP53	1
CRUK0369	R2	TP53	1
CRUK0369	R2	UBR5	0.02
CRUK0369	R3	AMER1	0.02
CRUK0369	R3	AMER1	0.02
CRUK0369	R3	APC	1
CRUK0369	R3	CREBBP	1
CRUK0369	R3	DICER1	1
CRUK0369	R3	EP300	0.02
CRUK0369	R3	MGA	0.94
CRUK0369	R3	NRXN1	0.81
CRUK0369	R3	NRXN1	1
CRUK0369	R3	PRF1	0.02
CRUK0369	R3	RBM10	0.02
CRUK0369	R3	SMARCA4	0.02
CRUK0369	R3	SMARCA4	0.98
CRUK0369	R3	TP53	1
CRUK0369	R3	TP53	1
CRUK0369	R3	UBR5	0.02
CRUK0369	R4	AMER1	0.02
CRUK0369	R4	AMER1	0.02
CRUK0369	R4	APC	0.96
CRUK0369	R4	CREBBP	1
CRUK0369	R4	DICER1	1
CRUK0369	R4	EP300	0.02
CRUK0369	R4	MGA	1
CRUK0369	R4	NRXN1	0.81
CRUK0369	R4	NRXN1	0.87
CRUK0369	R4	PRF1	0.02
CRUK0369	R4	RBM10	0.02
CRUK0369	R4	SMARCA4	0.02
CRUK0369	R4	SMARCA4	1
CRUK0369	R4	TP53	1
CRUK0369	R4	TP53	1
CRUK0369	R4	UBR5	0.19
CRUK0369	R5	AMER1	0.02
CRUK0369	R5	AMER1	0.02
CRUK0369	R5	APC	0.02
CRUK0369	R5	CREBBP	0.02
CRUK0369	R5	DICER1	0.02
CRUK0369	R5	EP300	0.02
CRUK0369	R5	MGA	0.02
CRUK0369	R5	NRXN1	0.02
CRUK0369	R5	NRXN1	0.02
CRUK0369	R5	PRF1	0.02
CRUK0369	R5	RBM10	0.02
CRUK0369	R5	SMARCA4	0.02
CRUK0369	R5	SMARCA4	0.02
CRUK0369	R5	TP53	0.02
CRUK0369	R5	TP53	0.02
CRUK0369	R5	UBR5	0.02
CRUK0369	R6	AMER1	0.02
CRUK0369	R6	AMER1	0.02
CRUK0369	R6	APC	1
CRUK0369	R6	CREBBP	1
CRUK0369	R6	DICER1	0.71
CRUK0369	R6	EP300	0.02
CRUK0369	R6	MGA	0.92
CRUK0369	R6	NRXN1	0.92
CRUK0369	R6	NRXN1	0.99
CRUK0369	R6	PRF1	0.02
CRUK0369	R6	RBM10	0.02
CRUK0369	R6	SMARCA4	0.02
CRUK0369	R6	SMARCA4	1
CRUK0369	R6	TP53	0.89
CRUK0369	R6	TP53	1
CRUK0369	R6	UBR5	0.02
CRUK0369	R7	AMER1	0.02
CRUK0369	R7	AMER1	0.02
CRUK0369	R7	APC	0.99
CRUK0369	R7	CREBBP	1
CRUK0369	R7	DICER1	1
CRUK0369	R7	EP300	0.02
CRUK0369	R7	MGA	1
CRUK0369	R7	NRXN1	0.86
CRUK0369	R7	NRXN1	1
CRUK0369	R7	PRF1	0.02
CRUK0369	R7	RBM10	0.02
CRUK0369	R7	SMARCA4	0.02
CRUK0369	R7	SMARCA4	0.99
CRUK0369	R7	TP53	1
CRUK0369	R7	TP53	1
CRUK0369	R7	UBR5	0.02
CRUK0369	R8	AMER1	0.02
CRUK0369	R8	AMER1	0.02
CRUK0369	R8	APC	1
CRUK0369	R8	CREBBP	0.96
CRUK0369	R8	DICER1	1
CRUK0369	R8	EP300	0.02
CRUK0369	R8	MGA	1
CRUK0369	R8	NRXN1	0.64
CRUK0369	R8	NRXN1	0.89
CRUK0369	R8	PRF1	0.02
CRUK0369	R8	RBM10	0.02
CRUK0369	R8	SMARCA4	0.02
CRUK0369	R8	SMARCA4	1
CRUK0369	R8	TP53	0.99
CRUK0369	R8	TP53	1
CRUK0369	R8	UBR5	0.02
CRUK0380	R1	B2M	0.02
CRUK0380	R1	CTCF	0.99
CRUK0380	R1	DNMT3A	1
CRUK0380	R1	KRAS	0.75
CRUK0380	R1	NCOR1	0.02
CRUK0380	R1	PIK3R1	0.02
CRUK0380	R1	PTPRC	0.02
CRUK0380	R1	STK11	0.89
CRUK0380	R1	TET2	0.7
CRUK0380	R2	B2M	0.02
CRUK0380	R2	CTCF	0.94
CRUK0380	R2	DNMT3A	0.94
CRUK0380	R2	KRAS	0.84
CRUK0380	R2	NCOR1	0.51
CRUK0380	R2	PIK3R1	0.02
CRUK0380	R2	PTPRC	0.02
CRUK0380	R2	STK11	1
CRUK0380	R2	TET2	0.26
CRUK0380	R3	B2M	0.02
CRUK0380	R3	CTCF	1
CRUK0380	R3	DNMT3A	1
CRUK0380	R3	KRAS	0.85
CRUK0380	R3	NCOR1	0.02
CRUK0380	R3	PIK3R1	0.02
CRUK0380	R3	PTPRC	0.02
CRUK0380	R3	STK11	0.75
CRUK0380	R3	TET2	0.9
CRUK0380	R4	B2M	0.02
CRUK0380	R4	CTCF	1
CRUK0380	R4	DNMT3A	1
CRUK0380	R4	KRAS	0.88
CRUK0380	R4	NCOR1	0.02
CRUK0380	R4	PIK3R1	0.02
CRUK0380	R4	PTPRC	0.02
CRUK0380	R4	STK11	1
CRUK0380	R4	TET2	0.97
CRUK0380	R5	B2M	0.02
CRUK0380	R5	CTCF	1
CRUK0380	R5	DNMT3A	1
CRUK0380	R5	KRAS	1
CRUK0380	R5	NCOR1	0.02
CRUK0380	R5	PIK3R1	0.46
CRUK0380	R5	PTPRC	0.02
CRUK0380	R5	STK11	0.77
CRUK0380	R5	TET2	1
CRUK0380	R6	B2M	0.02
CRUK0380	R6	CTCF	1
CRUK0380	R6	DNMT3A	0.99
CRUK0380	R6	KRAS	0.83
CRUK0380	R6	NCOR1	0.02
CRUK0380	R6	PIK3R1	0.02
CRUK0380	R6	PTPRC	0.02
CRUK0380	R6	STK11	0.89
CRUK0380	R6	TET2	1
CRUK0380	R7	B2M	0.02
CRUK0380	R7	CTCF	1
CRUK0380	R7	DNMT3A	0.96
CRUK0380	R7	KRAS	0.91
CRUK0380	R7	NCOR1	0.02
CRUK0380	R7	PIK3R1	0.02
CRUK0380	R7	PTPRC	0.02
CRUK0380	R7	STK11	0.87
CRUK0380	R7	TET2	0.77
CRUK0380	R8	B2M	0.27
CRUK0380	R8	CTCF	1
CRUK0380	R8	DNMT3A	1
CRUK0380	R8	KRAS	0.78
CRUK0380	R8	NCOR1	0.02
CRUK0380	R8	PIK3R1	0.02
CRUK0380	R8	PTPRC	0.86
CRUK0380	R8	STK11	0.74
CRUK0380	R8	TET2	1
CRUK0381	R1	ARID1A	0.02
CRUK0381	R1	B2M	0.02
CRUK0381	R1	B2M	0.02
CRUK0381	R1	CREBBP	0.02
CRUK0381	R1	CREBBP	0.02
CRUK0381	R1	EXT1	0.02
CRUK0381	R1	NCOA6	0.02
CRUK0381	R1	NCOA6	0.02
CRUK0381	R1	NF1	0.02
CRUK0381	R1	PTEN	1
CRUK0381	R1	SMAD4	0.97
CRUK0381	R1	TP53	0.02
CRUK0381	R1	TP53	0.09
CRUK0381	R2	ARID1A	0.02
CRUK0381	R2	B2M	0.02
CRUK0381	R2	B2M	0.16
CRUK0381	R2	CREBBP	0.81
CRUK0381	R2	CREBBP	0.83
CRUK0381	R2	EXT1	0.02
CRUK0381	R2	NCOA6	0.02
CRUK0381	R2	NCOA6	0.02
CRUK0381	R2	NF1	0.02
CRUK0381	R2	PTEN	0.93
CRUK0381	R2	SMAD4	1
CRUK0381	R2	TP53	0.02
CRUK0381	R2	TP53	0.02
